Region,Año,Brecha Salarial,Ingreso mediano mensual Total,Ingreso mediano mensual Hombres ,Ingreso mediano mensual Mujeres,"Brecha de género",Año postulación,Estamento,Número total de postulantes,Número total de postulantes de mujeres ,Número total de postulantes de hombres,Distribución porcentual de postulantes de mujeres,Distribución porcentual de postulantes de hombres,"Brecha de género"
Tarapacá,2022,-34.5,500.0,598.689,436.754,"-27,0 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Antofagasta,2022,-40.4,636.563,792.289,495.181,"-37,5 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Antofagasta,2022,-40.4,636.563,792.289,495.181,"-37,5 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Antofagasta,2022,-40.4,636.563,792.289,495.181,"-37,5 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Antofagasta,2022,-40.4,636.563,792.289,495.181,"-37,5 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Antofagasta,2022,-40.4,636.563,792.289,495.181,"-37,5 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Antofagasta,2022,-40.4,636.563,792.289,495.181,"-37,5 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Antofagasta,2022,-40.4,636.563,792.289,495.181,"-37,5 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Antofagasta,2022,-40.4,636.563,792.289,495.181,"-37,5 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Atacama,2022,-34.4,573.813,663.762,450.0,"-32,2 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Atacama,2022,-34.4,573.813,663.762,450.0,"-32,2 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Atacama,2022,-34.4,573.813,663.762,450.0,"-32,2 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Atacama,2022,-34.4,573.813,663.762,450.0,"-32,2 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Atacama,2022,-34.4,573.813,663.762,450.0,"-32,2 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Atacama,2022,-34.4,573.813,663.762,450.0,"-32,2 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Atacama,2022,-34.4,573.813,663.762,450.0,"-32,2 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Atacama,2022,-34.4,573.813,663.762,450.0,"-32,2 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Coquimbo,2022,-32.6,450.0,500.0,400.0,"-20,0 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Coquimbo,2022,-32.6,450.0,500.0,400.0,"-20,0 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Coquimbo,2022,-32.6,450.0,500.0,400.0,"-20,0 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Coquimbo,2022,-32.6,450.0,500.0,400.0,"-20,0 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Coquimbo,2022,-32.6,450.0,500.0,400.0,"-20,0 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Coquimbo,2022,-32.6,450.0,500.0,400.0,"-20,0 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Coquimbo,2022,-32.6,450.0,500.0,400.0,"-20,0 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Coquimbo,2022,-32.6,450.0,500.0,400.0,"-20,0 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Valparaíso,2022,-22.9,490.0,502.604,404.314,"-19,6 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Valparaíso,2022,-22.9,490.0,502.604,404.314,"-19,6 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Valparaíso,2022,-22.9,490.0,502.604,404.314,"-19,6 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Valparaíso,2022,-22.9,490.0,502.604,404.314,"-19,6 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Valparaíso,2022,-22.9,490.0,502.604,404.314,"-19,6 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Valparaíso,2022,-22.9,490.0,502.604,404.314,"-19,6 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Valparaíso,2022,-22.9,490.0,502.604,404.314,"-19,6 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Valparaíso,2022,-22.9,490.0,502.604,404.314,"-19,6 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Metropolitana,2022,-25.2,594.217,618.202,502.604,"-18,7 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Metropolitana,2022,-25.2,594.217,618.202,502.604,"-18,7 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Metropolitana,2022,-25.2,594.217,618.202,502.604,"-18,7 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Metropolitana,2022,-25.2,594.217,618.202,502.604,"-18,7 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Metropolitana,2022,-25.2,594.217,618.202,502.604,"-18,7 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Metropolitana,2022,-25.2,594.217,618.202,502.604,"-18,7 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Metropolitana,2022,-25.2,594.217,618.202,502.604,"-18,7 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Metropolitana,2022,-25.2,594.217,618.202,502.604,"-18,7 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
O'Higgins,2022,-26.2,450.0,500.0,400.0,"-20,0 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
O'Higgins,2022,-26.2,450.0,500.0,400.0,"-20,0 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
O'Higgins,2022,-26.2,450.0,500.0,400.0,"-20,0 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
O'Higgins,2022,-26.2,450.0,500.0,400.0,"-20,0 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
O'Higgins,2022,-26.2,450.0,500.0,400.0,"-20,0 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
O'Higgins,2022,-26.2,450.0,500.0,400.0,"-20,0 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
O'Higgins,2022,-26.2,450.0,500.0,400.0,"-20,0 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
O'Higgins,2022,-26.2,450.0,500.0,400.0,"-20,0 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Maule,2022,-14.6,450.0,462.395,420.0,"-9,2 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Maule,2022,-14.6,450.0,462.395,420.0,"-9,2 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Maule,2022,-14.6,450.0,462.395,420.0,"-9,2 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Maule,2022,-14.6,450.0,462.395,420.0,"-9,2 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Maule,2022,-14.6,450.0,462.395,420.0,"-9,2 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Maule,2022,-14.6,450.0,462.395,420.0,"-9,2 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Maule,2022,-14.6,450.0,462.395,420.0,"-9,2 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Maule,2022,-14.6,450.0,462.395,420.0,"-9,2 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Ñuble,2022,-17.0,415.952,451.663,400.0,"-11,4 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Ñuble,2022,-17.0,415.952,451.663,400.0,"-11,4 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Ñuble,2022,-17.0,415.952,451.663,400.0,"-11,4 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Ñuble,2022,-17.0,415.952,451.663,400.0,"-11,4 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Ñuble,2022,-17.0,415.952,451.663,400.0,"-11,4 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Ñuble,2022,-17.0,415.952,451.663,400.0,"-11,4 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Ñuble,2022,-17.0,415.952,451.663,400.0,"-11,4 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Ñuble,2022,-17.0,415.952,451.663,400.0,"-11,4 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Biobío,2022,-25.4,495.181,522.708,416.176,"-20,4 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Biobío,2022,-25.4,495.181,522.708,416.176,"-20,4 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Biobío,2022,-25.4,495.181,522.708,416.176,"-20,4 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Biobío,2022,-25.4,495.181,522.708,416.176,"-20,4 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Biobío,2022,-25.4,495.181,522.708,416.176,"-20,4 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Biobío,2022,-25.4,495.181,522.708,416.176,"-20,4 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Biobío,2022,-25.4,495.181,522.708,416.176,"-20,4 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Biobío,2022,-25.4,495.181,522.708,416.176,"-20,4 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
La Araucanía,2022,-19.5,422.187,450.0,400.0,"-11,1 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
La Araucanía,2022,-19.5,422.187,450.0,400.0,"-11,1 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
La Araucanía,2022,-19.5,422.187,450.0,400.0,"-11,1 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
La Araucanía,2022,-19.5,422.187,450.0,400.0,"-11,1 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
La Araucanía,2022,-19.5,422.187,450.0,400.0,"-11,1 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
La Araucanía,2022,-19.5,422.187,450.0,400.0,"-11,1 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
La Araucanía,2022,-19.5,422.187,450.0,400.0,"-11,1 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
La Araucanía,2022,-19.5,422.187,450.0,400.0,"-11,1 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Los Ríos,2022,-26.2,483.393,510.908,432.239,"-15,4 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Los Ríos,2022,-26.2,483.393,510.908,432.239,"-15,4 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Los Ríos,2022,-26.2,483.393,510.908,432.239,"-15,4 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Los Ríos,2022,-26.2,483.393,510.908,432.239,"-15,4 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Los Ríos,2022,-26.2,483.393,510.908,432.239,"-15,4 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Los Ríos,2022,-26.2,483.393,510.908,432.239,"-15,4 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Los Ríos,2022,-26.2,483.393,510.908,432.239,"-15,4 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Los Ríos,2022,-26.2,483.393,510.908,432.239,"-15,4 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Los Lagos,2022,-27.9,495.02,500.0,420.677,"-15,9 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Los Lagos,2022,-27.9,495.02,500.0,420.677,"-15,9 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Los Lagos,2022,-27.9,495.02,500.0,420.677,"-15,9 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Los Lagos,2022,-27.9,495.02,500.0,420.677,"-15,9 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Los Lagos,2022,-27.9,495.02,500.0,420.677,"-15,9 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Los Lagos,2022,-27.9,495.02,500.0,420.677,"-15,9 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Los Lagos,2022,-27.9,495.02,500.0,420.677,"-15,9 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Los Lagos,2022,-27.9,495.02,500.0,420.677,"-15,9 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Aysén,2022,-29.1,594.217,693.253,495.181,"-28,6 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Aysén,2022,-29.1,594.217,693.253,495.181,"-28,6 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Aysén,2022,-29.1,594.217,693.253,495.181,"-28,6 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Aysén,2022,-29.1,594.217,693.253,495.181,"-28,6 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Aysén,2022,-29.1,594.217,693.253,495.181,"-28,6 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Aysén,2022,-29.1,594.217,693.253,495.181,"-28,6 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Aysén,2022,-29.1,594.217,693.253,495.181,"-28,6 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Aysén,2022,-29.1,594.217,693.253,495.181,"-28,6 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Magallanes,2022,-21.6,603.124,713.448,502.604,"-29,6 ",2022,Directiva,12.231,5.011,7.22,"41,0","59,0","-18,1"
Magallanes,2022,-21.6,603.124,713.448,502.604,"-29,6 ",2022,Profesionales,122.67,70.918,51.752,"57,8","42,2","15,6"
Magallanes,2022,-21.6,603.124,713.448,502.604,"-29,6 ",2022,Profesional Ley N°15.076/19.664,1.975,1.104,871.0,"55,9","44,1","11,8"
Magallanes,2022,-21.6,603.124,713.448,502.604,"-29,6 ",2022,Fiscalizadores,9.011,4.02,4.991,"44,6","55,4","-10,8"
Magallanes,2022,-21.6,603.124,713.448,502.604,"-29,6 ",2022,Técnicos,36.27,22.469,13.801,"61,9","38,1","23,9"
Magallanes,2022,-21.6,603.124,713.448,502.604,"-29,6 ",2022,Administrativos,39.392,24.194,15.198,"61,4","38,6","22,8"
Magallanes,2022,-21.6,603.124,713.448,502.604,"-29,6 ",2022,Auxiliares,12.867,5.285,7.582,"41,1","58,9","-17,9"
Magallanes,2022,-21.6,603.124,713.448,502.604,"-29,6 ",2022,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
